result_id,compound_id,experiment_type,result_value,unit,result_date,technician,pass_fail
LAB-00743,CMP-0051,Selectivity Panel,30.5,% selectivity,2025-12-24,Erika Banks,Fail
LAB-00744,CMP-0104,Metabolic Stability (Microsomal),135.4,min (t1/2),2025-11-17,Jennifer Gutierrez,Fail
LAB-00745,CMP-0011,Binding Affinity (SPR),2.63,nM (Kd),2025-03-12,Valerie Reyes,Fail
LAB-00746,CMP-0146,Metabolic Stability (Microsomal),36.0,min (t1/2),2024-01-28,Leslie Mueller,Fail
LAB-00747,CMP-0055,Binding Affinity (SPR),4.9,nM (Kd),2024-06-14,Kimberly Young,Pass
LAB-00748,CMP-0133,Cell Viability Assay,91.8,% viability,2025-05-12,Timothy Andrews,Pass
LAB-00749,CMP-0150,Enzymatic Inhibition Assay,64.83,nM (IC50),2024-08-28,Julie Peters,Pass
LAB-00750,CMP-0001,Cell Viability Assay,19.2,% viability,2025-12-31,Tyler Jones,Pass
LAB-00751,CMP-0116,Selectivity Panel,24.1,% selectivity,2023-02-23,Patricia Gray,Pass
LAB-00752,CMP-0132,Pharmacokinetic (PK) Study,9.0,hours (t1/2),2024-09-08,Ann Montoya,Pass
LAB-00753,CMP-0007,Enzymatic Inhibition Assay,12.58,nM (IC50),2026-04-05,Makayla Smith,Pass
LAB-00754,CMP-0006,Enzymatic Inhibition Assay,36.32,nM (IC50),2023-04-20,Joseph Price,Pass
LAB-00755,CMP-0064,Metabolic Stability (Microsomal),49.0,min (t1/2),2025-01-08,Michael Stewart,Pass
LAB-00756,CMP-0050,Selectivity Panel,78.6,% selectivity,2024-12-28,Elizabeth Harding,Pass
LAB-00757,CMP-0043,Pharmacokinetic (PK) Study,23.6,hours (t1/2),2024-06-13,Mrs. Ann Smith,Pass
LAB-00758,CMP-0131,Pharmacokinetic (PK) Study,4.28,hours (t1/2),2026-08-28,Cameron Phillips,Pass
LAB-00759,CMP-0056,Pharmacokinetic (PK) Study,1.43,hours (t1/2),2024-03-10,Amy Warner,Fail
LAB-00760,CMP-0135,Solubility Assay,1.5,mg/mL,2025-12-29,Scott Glenn,Pass
LAB-00761,CMP-0047,Metabolic Stability (Microsomal),106.2,min (t1/2),2023-08-27,Jennifer Flores,Pass
LAB-00762,CMP-0123,Binding Affinity (SPR),1.17,nM (Kd),2024-03-29,Joshua Bates,Pass
LAB-00763,CMP-0105,Solubility Assay,1.28,mg/mL,2024-08-11,James Middleton,Pass
LAB-00764,CMP-0103,Selectivity Panel,47.8,% selectivity,2026-01-26,Zachary Santiago,Pass
LAB-00765,CMP-0117,Pharmacokinetic (PK) Study,15.03,hours (t1/2),2023-04-02,Alan Griffith,Pass
LAB-00766,CMP-0030,hERG Cardiotoxicity Screen,62.6,% inhibition at 10uM,2024-08-28,William Miller,Pass
LAB-00767,CMP-0021,Solubility Assay,2.76,mg/mL,2025-04-12,Jesus Mccormick,Pass
LAB-00768,CMP-0106,Binding Affinity (SPR),18.41,nM (Kd),2025-02-16,Christopher Hicks,Fail
LAB-00769,CMP-0067,hERG Cardiotoxicity Screen,5.1,% inhibition at 10uM,2024-12-01,Henry Lopez,Pass
LAB-00770,CMP-0068,Pharmacokinetic (PK) Study,18.18,hours (t1/2),2025-02-16,Sarah Young,Pass
LAB-00771,CMP-0093,Pharmacokinetic (PK) Study,7.97,hours (t1/2),2024-09-19,Joshua Richardson,Pass
LAB-00772,CMP-0061,Solubility Assay,4.73,mg/mL,2026-08-16,Michele Wilson,Pass
LAB-00773,CMP-0099,Solubility Assay,3.64,mg/mL,2024-08-21,Brenda Simon,Pass
LAB-00774,CMP-0062,Metabolic Stability (Microsomal),96.2,min (t1/2),2026-08-24,Dr. Julie Miller,Pass
LAB-00775,CMP-0015,hERG Cardiotoxicity Screen,11.3,% inhibition at 10uM,2026-04-09,John Harmon,Pass
LAB-00776,CMP-0038,Metabolic Stability (Microsomal),162.6,min (t1/2),2026-07-21,Mark Yates,Pass
LAB-00777,CMP-0097,Cell Viability Assay,39.2,% viability,2023-12-18,Greg Osborne,Fail
LAB-00778,CMP-0096,Pharmacokinetic (PK) Study,17.76,hours (t1/2),2024-08-02,Julie Gross,Fail
LAB-00779,CMP-0124,Enzymatic Inhibition Assay,5.91,nM (IC50),2024-05-24,Rebecca Roberts,Fail
LAB-00780,CMP-0008,Pharmacokinetic (PK) Study,9.29,hours (t1/2),2022-11-08,Nicole Acosta,Pass
LAB-00781,CMP-0103,hERG Cardiotoxicity Screen,74.4,% inhibition at 10uM,2024-12-19,John Jackson,Fail
LAB-00782,CMP-0134,Enzymatic Inhibition Assay,3.46,nM (IC50),2022-12-02,Rhonda Weber MD,Pass
LAB-00783,CMP-0131,hERG Cardiotoxicity Screen,42.3,% inhibition at 10uM,2023-01-16,Sarah Ramirez,Fail
LAB-00784,CMP-0017,Enzymatic Inhibition Assay,10.35,nM (IC50),2023-03-30,Scott Smith,Pass
LAB-00785,CMP-0039,Selectivity Panel,49.5,% selectivity,2023-02-27,Kevin Hernandez,Fail
LAB-00786,CMP-0049,Binding Affinity (SPR),1.72,nM (Kd),2024-07-01,Debbie Haynes,Pass
LAB-00787,CMP-0060,Metabolic Stability (Microsomal),28.0,min (t1/2),2024-08-25,Shannon Cooper,Pass
LAB-00788,CMP-0111,hERG Cardiotoxicity Screen,68.6,% inhibition at 10uM,2023-01-19,Timothy Moore,Pass
LAB-00789,CMP-0093,Enzymatic Inhibition Assay,4.9,nM (IC50),2024-09-11,Patricia Young MD,Pass
LAB-00790,CMP-0106,Metabolic Stability (Microsomal),38.3,min (t1/2),2025-04-05,Nicholas Reed,Pass
LAB-00791,CMP-0049,Solubility Assay,3.03,mg/mL,2025-04-12,Audrey Jackson,Pass
LAB-00792,CMP-0095,Enzymatic Inhibition Assay,17.97,nM (IC50),2024-04-22,Paul Goodwin,Fail
LAB-00793,CMP-0070,hERG Cardiotoxicity Screen,37.9,% inhibition at 10uM,2024-11-03,Michael Wells,Fail
LAB-00794,CMP-0073,Selectivity Panel,42.7,% selectivity,2023-04-17,Alexandra Ho,Pass
LAB-00795,CMP-0140,Solubility Assay,1.19,mg/mL,2024-07-04,Tonya Vega,Pass
LAB-00796,CMP-0075,Binding Affinity (SPR),10.41,nM (Kd),2022-11-16,Marcia Blanchard,Pass
LAB-00797,CMP-0068,Binding Affinity (SPR),2.99,nM (Kd),2024-06-09,Shannon Rogers,Pass
LAB-00798,CMP-0112,Pharmacokinetic (PK) Study,16.71,hours (t1/2),2023-10-12,Matthew Myers,Pass
LAB-00799,CMP-0116,Cell Viability Assay,47.0,% viability,2025-10-20,Morgan Chapman,Fail
LAB-00800,CMP-0057,Pharmacokinetic (PK) Study,4.82,hours (t1/2),2023-06-29,Michael White,Pass
LAB-00801,CMP-0080,Cell Viability Assay,73.3,% viability,2024-11-25,Sandra Smith,Pass
LAB-00802,CMP-0121,Metabolic Stability (Microsomal),179.1,min (t1/2),2023-02-07,Jeremy Robinson,Pass
LAB-00803,CMP-0086,hERG Cardiotoxicity Screen,52.7,% inhibition at 10uM,2023-11-05,Alexander Davis,Fail
LAB-00804,CMP-0024,hERG Cardiotoxicity Screen,49.6,% inhibition at 10uM,2026-06-19,Sara Sampson,Fail
LAB-00805,CMP-0009,Selectivity Panel,61.5,% selectivity,2025-04-06,Barbara Gates,Pass
LAB-00806,CMP-0100,Pharmacokinetic (PK) Study,21.21,hours (t1/2),2023-03-26,Stephanie Knight,Fail
LAB-00807,CMP-0104,Solubility Assay,0.75,mg/mL,2026-07-31,Melissa King,Pass
LAB-00808,CMP-0088,hERG Cardiotoxicity Screen,81.6,% inhibition at 10uM,2024-07-30,Margaret Livingston,Pass
LAB-00809,CMP-0119,Solubility Assay,1.74,mg/mL,2023-10-26,Steven Carrillo,Fail
LAB-00810,CMP-0002,Solubility Assay,1.75,mg/mL,2024-01-03,Benjamin Waters,Pass
LAB-00811,CMP-0142,Pharmacokinetic (PK) Study,0.94,hours (t1/2),2024-03-29,Anthony Sosa,Pass
LAB-00812,CMP-0125,Pharmacokinetic (PK) Study,20.55,hours (t1/2),2023-10-09,John Mcfarland,Pass
LAB-00813,CMP-0108,Metabolic Stability (Microsomal),149.0,min (t1/2),2025-02-25,Johnathan Thomas,Fail
LAB-00814,CMP-0076,Binding Affinity (SPR),5.99,nM (Kd),2025-10-14,Mason Gaines,Pass
LAB-00815,CMP-0088,Solubility Assay,3.13,mg/mL,2025-07-28,Benjamin Duncan,Pass
LAB-00816,CMP-0013,hERG Cardiotoxicity Screen,4.4,% inhibition at 10uM,2023-09-18,Steven Hernandez,Fail
LAB-00817,CMP-0136,Selectivity Panel,64.9,% selectivity,2025-04-09,Mary Adams,Pass
LAB-00818,CMP-0144,Enzymatic Inhibition Assay,2.55,nM (IC50),2025-07-06,Laura Robertson,Fail
LAB-00819,CMP-0124,Solubility Assay,2.67,mg/mL,2026-06-21,Jeffrey Anthony DDS,Pass
LAB-00820,CMP-0003,Binding Affinity (SPR),1.54,nM (Kd),2025-11-07,April Finley,Pass
LAB-00821,CMP-0086,Solubility Assay,1.76,mg/mL,2025-12-25,Mr. Timothy Howard,Pass
LAB-00822,CMP-0003,Cell Viability Assay,84.6,% viability,2025-06-09,Mark Benjamin,Pass
LAB-00823,CMP-0099,hERG Cardiotoxicity Screen,45.2,% inhibition at 10uM,2023-01-28,Tonya Miller,Fail
LAB-00824,CMP-0056,Solubility Assay,12.26,mg/mL,2024-07-20,Maria Thompson,Pass
LAB-00825,CMP-0102,Selectivity Panel,81.2,% selectivity,2022-11-14,Connor Dominguez,Pass
LAB-00826,CMP-0015,hERG Cardiotoxicity Screen,10.8,% inhibition at 10uM,2026-04-18,Heather Miller,Pass
LAB-00827,CMP-0054,Binding Affinity (SPR),1.32,nM (Kd),2025-03-29,Brenda Lee,Pass
LAB-00828,CMP-0123,Cell Viability Assay,26.1,% viability,2025-08-03,Katherine Brown,Pass
LAB-00829,CMP-0036,Pharmacokinetic (PK) Study,3.68,hours (t1/2),2024-11-15,Joseph Flowers,Pass
LAB-00830,CMP-0117,Enzymatic Inhibition Assay,1.22,nM (IC50),2024-07-04,Amanda Brown PhD,Pass
LAB-00831,CMP-0134,Binding Affinity (SPR),0.86,nM (Kd),2022-11-19,Robert Contreras,Pass
LAB-00832,CMP-0114,Binding Affinity (SPR),3.91,nM (Kd),2024-07-18,Shelly Hernandez,Pass
LAB-00833,CMP-0027,Metabolic Stability (Microsomal),132.7,min (t1/2),2025-01-10,Amanda Thomas,Pass
LAB-00834,CMP-0009,Binding Affinity (SPR),0.92,nM (Kd),2025-04-29,Thomas Williams,Pass
LAB-00835,CMP-0102,Metabolic Stability (Microsomal),43.8,min (t1/2),2025-07-07,Christopher Williams,Pass
LAB-00836,CMP-0106,Cell Viability Assay,52.8,% viability,2023-12-10,Joy Jackson,Pass
LAB-00837,CMP-0148,Pharmacokinetic (PK) Study,23.95,hours (t1/2),2025-01-27,Ashley Crawford,Fail
LAB-00838,CMP-0077,Solubility Assay,9.34,mg/mL,2025-11-27,Robert Simmons,Fail
LAB-00839,CMP-0146,Cell Viability Assay,70.8,% viability,2025-12-15,Miss Erika Daugherty,Fail
LAB-00840,CMP-0102,hERG Cardiotoxicity Screen,77.4,% inhibition at 10uM,2025-01-05,Russell Mcguire,Pass
LAB-00841,CMP-0116,Binding Affinity (SPR),0.89,nM (Kd),2025-10-07,Gabriela Martinez,Pass
LAB-00842,CMP-0128,Metabolic Stability (Microsomal),18.0,min (t1/2),2023-04-12,Michael Tran,Pass
LAB-00843,CMP-0145,Metabolic Stability (Microsomal),85.9,min (t1/2),2024-06-19,Amanda Garcia,Pass
LAB-00844,CMP-0036,Enzymatic Inhibition Assay,3.68,nM (IC50),2026-02-06,Paula Smith,Pass
LAB-00845,CMP-0031,Cell Viability Assay,36.8,% viability,2024-08-28,Christopher Davis,Pass
LAB-00846,CMP-0088,Cell Viability Assay,23.0,% viability,2025-04-26,Jennifer Aguirre,Pass
LAB-00847,CMP-0032,Enzymatic Inhibition Assay,1.55,nM (IC50),2025-10-19,Christine Bowman,Pass
LAB-00848,CMP-0097,Cell Viability Assay,17.0,% viability,2024-10-20,Todd Bishop,Pass
LAB-00849,CMP-0059,Cell Viability Assay,35.8,% viability,2022-11-11,Jonathan Clements,Pass
LAB-00850,CMP-0122,hERG Cardiotoxicity Screen,64.6,% inhibition at 10uM,2025-03-21,Hannah Smith,Pass
LAB-00851,CMP-0112,hERG Cardiotoxicity Screen,14.0,% inhibition at 10uM,2023-08-28,Joseph Davis,Pass
LAB-00852,CMP-0121,Selectivity Panel,63.5,% selectivity,2024-02-28,Kimberly Robinson,Pass
LAB-00853,CMP-0010,Enzymatic Inhibition Assay,8.74,nM (IC50),2025-10-16,Destiny Lee,Pass
LAB-00854,CMP-0086,Binding Affinity (SPR),5.25,nM (Kd),2025-11-24,Tracy Wells,Fail
LAB-00855,CMP-0037,Metabolic Stability (Microsomal),161.4,min (t1/2),2023-06-02,Amanda Newman,Pass
LAB-00856,CMP-0086,hERG Cardiotoxicity Screen,83.7,% inhibition at 10uM,2023-11-08,Geoffrey Trujillo,Pass
LAB-00857,CMP-0030,Pharmacokinetic (PK) Study,21.2,hours (t1/2),2025-09-29,Patrick Buckley,Pass
LAB-00858,CMP-0016,Solubility Assay,1.26,mg/mL,2023-06-01,Karina Wilson,Pass
LAB-00859,CMP-0066,Enzymatic Inhibition Assay,2.0,nM (IC50),2026-04-16,Leslie Nguyen,Pass
LAB-00860,CMP-0032,Pharmacokinetic (PK) Study,16.15,hours (t1/2),2023-07-05,Erika Maxwell,Fail
LAB-00861,CMP-0108,Enzymatic Inhibition Assay,3.91,nM (IC50),2024-01-07,Oscar Kane,Pass
LAB-00862,CMP-0143,Metabolic Stability (Microsomal),42.4,min (t1/2),2024-03-19,John Washington,Pass
LAB-00863,CMP-0017,Cell Viability Assay,54.6,% viability,2026-04-10,Timothy Gibson,Pass
LAB-00864,CMP-0132,Solubility Assay,2.25,mg/mL,2024-04-05,Nathan Chen,Fail
LAB-00865,CMP-0008,Pharmacokinetic (PK) Study,11.12,hours (t1/2),2026-08-12,Cameron Schwartz,Fail
LAB-00866,CMP-0077,Binding Affinity (SPR),0.67,nM (Kd),2022-12-14,Samuel Ellis,Pass
LAB-00867,CMP-0041,hERG Cardiotoxicity Screen,90.0,% inhibition at 10uM,2023-05-25,Stephen Munoz,Fail
LAB-00868,CMP-0078,Pharmacokinetic (PK) Study,0.51,hours (t1/2),2025-11-13,Lisa Jackson,Pass
LAB-00869,CMP-0056,Enzymatic Inhibition Assay,6.59,nM (IC50),2026-08-04,Angelica Vincent,Pass
LAB-00870,CMP-0133,Selectivity Panel,51.2,% selectivity,2024-09-01,Leslie Hood MD,Pass
LAB-00871,CMP-0044,Cell Viability Assay,78.5,% viability,2025-08-18,Danielle Murphy,Pass
LAB-00872,CMP-0042,Cell Viability Assay,16.5,% viability,2025-01-11,Leslie Hernandez,Pass
LAB-00873,CMP-0072,Binding Affinity (SPR),1.54,nM (Kd),2025-01-02,William Williams,Pass
LAB-00874,CMP-0046,Selectivity Panel,26.8,% selectivity,2024-08-05,Amanda Schmidt,Pass
LAB-00875,CMP-0068,Solubility Assay,4.05,mg/mL,2024-08-17,Samantha Chavez,Fail
LAB-00876,CMP-0031,Binding Affinity (SPR),6.29,nM (Kd),2023-09-04,Alexandria Dennis,Fail
LAB-00877,CMP-0057,Cell Viability Assay,79.2,% viability,2026-07-05,Edward Holland,Pass
LAB-00878,CMP-0008,Solubility Assay,1.34,mg/mL,2023-01-28,Eric Warner,Pass
LAB-00879,CMP-0054,Solubility Assay,5.31,mg/mL,2026-02-21,Allison Gibson,Pass
LAB-00880,CMP-0048,hERG Cardiotoxicity Screen,28.8,% inhibition at 10uM,2025-10-18,Jennifer Clarke,Pass
LAB-00881,CMP-0067,Pharmacokinetic (PK) Study,13.16,hours (t1/2),2024-03-11,Mark Dalton,Pass
LAB-00882,CMP-0101,Solubility Assay,4.12,mg/mL,2022-12-30,Faith Johnson,Pass
LAB-00883,CMP-0118,Metabolic Stability (Microsomal),58.8,min (t1/2),2024-05-31,Tracy Daniels,Fail
LAB-00884,CMP-0137,Solubility Assay,8.31,mg/mL,2025-11-20,Angela Gilmore,Pass
LAB-00885,CMP-0089,Binding Affinity (SPR),1.22,nM (Kd),2025-08-27,Tony Leonard,Pass
LAB-00886,CMP-0019,Metabolic Stability (Microsomal),70.1,min (t1/2),2026-04-06,Jacob Harvey,Pass
LAB-00887,CMP-0080,Solubility Assay,0.49,mg/mL,2024-03-04,Justin Jones,Fail
LAB-00888,CMP-0121,Solubility Assay,0.44,mg/mL,2025-07-19,William Allen,Pass
LAB-00889,CMP-0143,Selectivity Panel,47.4,% selectivity,2023-03-02,Todd Carpenter,Pass
LAB-00890,CMP-0124,hERG Cardiotoxicity Screen,43.4,% inhibition at 10uM,2026-07-19,Patrick Perez,Pass
LAB-00891,CMP-0032,Cell Viability Assay,81.7,% viability,2024-02-14,Michael Ramirez,Fail
LAB-00892,CMP-0009,Cell Viability Assay,40.8,% viability,2022-12-19,John Rose,Pass
LAB-00893,CMP-0120,Pharmacokinetic (PK) Study,2.68,hours (t1/2),2023-03-16,Meghan Patel,Pass
LAB-00894,CMP-0121,Binding Affinity (SPR),1.68,nM (Kd),2023-11-18,Rebecca Dougherty,Pass
LAB-00895,CMP-0068,Cell Viability Assay,71.9,% viability,2025-12-11,Ana Mcclain,Pass
LAB-00896,CMP-0095,Enzymatic Inhibition Assay,2.72,nM (IC50),2024-07-17,Steven Roberts,Pass
LAB-00897,CMP-0050,Enzymatic Inhibition Assay,3.22,nM (IC50),2026-07-15,Donald Terry,Pass
LAB-00898,CMP-0048,Metabolic Stability (Microsomal),13.1,min (t1/2),2024-09-11,Kelly Burton,Pass
LAB-00899,CMP-0131,Binding Affinity (SPR),4.89,nM (Kd),2023-11-20,Kimberly Anderson,Pass
LAB-00900,CMP-0033,hERG Cardiotoxicity Screen,1.5,% inhibition at 10uM,2024-02-06,Matthew Carter,Pass
LAB-00901,CMP-0086,Selectivity Panel,69.2,% selectivity,2022-12-18,Crystal Meza,Pass
LAB-00902,CMP-0047,Pharmacokinetic (PK) Study,20.08,hours (t1/2),2025-04-16,Grant Lucas,Pass
LAB-00903,CMP-0021,Binding Affinity (SPR),7.52,nM (Kd),2024-01-07,Melissa Wilkinson,Pass
LAB-00904,CMP-0111,hERG Cardiotoxicity Screen,30.5,% inhibition at 10uM,2024-06-29,Carlos Clarke,Fail
LAB-00905,CMP-0023,Cell Viability Assay,56.7,% viability,2023-05-26,John Arellano,Pass
LAB-00906,CMP-0149,Enzymatic Inhibition Assay,6.25,nM (IC50),2025-10-15,Harry Bryant,Pass
LAB-00907,CMP-0144,Pharmacokinetic (PK) Study,6.97,hours (t1/2),2023-05-18,Michelle Mitchell,Pass
LAB-00908,CMP-0026,Pharmacokinetic (PK) Study,20.77,hours (t1/2),2026-08-08,Melissa Estrada,Pass
LAB-00909,CMP-0106,Pharmacokinetic (PK) Study,16.08,hours (t1/2),2023-04-30,Andrew Stewart,Pass
LAB-00910,CMP-0147,Pharmacokinetic (PK) Study,2.05,hours (t1/2),2023-03-21,Cody Hart,Pass
LAB-00911,CMP-0108,Selectivity Panel,34.8,% selectivity,2022-11-07,Gregg Watson,Pass
LAB-00912,CMP-0100,Enzymatic Inhibition Assay,9.25,nM (IC50),2024-11-14,Eric Knapp,Fail
LAB-00913,CMP-0056,Selectivity Panel,4.5,% selectivity,2024-04-30,Mr. Jimmy Flores Jr.,Pass
LAB-00914,CMP-0072,hERG Cardiotoxicity Screen,97.4,% inhibition at 10uM,2025-08-31,Erin Thornton,Pass
LAB-00915,CMP-0002,Enzymatic Inhibition Assay,74.38,nM (IC50),2024-08-09,Tony Hooper,Pass
LAB-00916,CMP-0012,Solubility Assay,4.88,mg/mL,2025-01-02,Keith Meadows,Pass
LAB-00917,CMP-0125,Selectivity Panel,31.4,% selectivity,2024-06-24,Monique Mccullough,Pass
LAB-00918,CMP-0052,Enzymatic Inhibition Assay,3.57,nM (IC50),2023-04-09,Elizabeth Morales,Pass
LAB-00919,CMP-0083,Solubility Assay,4.55,mg/mL,2026-01-27,Brandon Brown,Fail
LAB-00920,CMP-0033,hERG Cardiotoxicity Screen,71.2,% inhibition at 10uM,2025-04-11,Courtney Walls,Pass
LAB-00921,CMP-0139,hERG Cardiotoxicity Screen,9.2,% inhibition at 10uM,2023-10-28,Joshua Griffin,Pass
LAB-00922,CMP-0049,Pharmacokinetic (PK) Study,18.37,hours (t1/2),2025-05-25,Jorge Lee,Pass
LAB-00923,CMP-0148,Metabolic Stability (Microsomal),77.2,min (t1/2),2023-12-25,Terri Kerr,Pass
LAB-00924,CMP-0107,Cell Viability Assay,85.6,% viability,2024-02-27,Scott Wood,Pass
LAB-00925,CMP-0052,Metabolic Stability (Microsomal),154.2,min (t1/2),2024-03-15,Gregory Madden,Pass
LAB-00926,CMP-0083,Binding Affinity (SPR),2.51,nM (Kd),2026-03-17,Nicholas Wallace,Pass
LAB-00927,CMP-0092,Solubility Assay,1.04,mg/mL,2026-09-06,Donna Shaffer,Pass
LAB-00928,CMP-0004,Solubility Assay,4.27,mg/mL,2026-08-04,Steven Taylor,Pass
LAB-00929,CMP-0098,Selectivity Panel,5.2,% selectivity,2025-01-22,Daniel Wells,Pass
LAB-00930,CMP-0006,Enzymatic Inhibition Assay,0.57,nM (IC50),2026-03-07,Mrs. Toni Avila,Pass
LAB-00931,CMP-0142,Pharmacokinetic (PK) Study,0.81,hours (t1/2),2023-01-25,Thomas Perry,Pass
LAB-00932,CMP-0118,Binding Affinity (SPR),2.73,nM (Kd),2024-12-07,Nicole Taylor,Fail
LAB-00933,CMP-0080,hERG Cardiotoxicity Screen,47.8,% inhibition at 10uM,2023-06-16,Julian Williams,Fail
LAB-00934,CMP-0003,Pharmacokinetic (PK) Study,23.86,hours (t1/2),2026-01-06,Elizabeth Hansen,Fail
LAB-00935,CMP-0133,Cell Viability Assay,46.8,% viability,2024-07-25,Aaron Baker,Pass
LAB-00936,CMP-0042,Metabolic Stability (Microsomal),45.6,min (t1/2),2026-07-14,Kaitlyn Valdez,Pass
LAB-00937,CMP-0098,Cell Viability Assay,13.8,% viability,2026-04-13,John Watts,Pass
LAB-00938,CMP-0050,Selectivity Panel,17.3,% selectivity,2023-09-10,Donald Gamble,Pass
LAB-00939,CMP-0051,Pharmacokinetic (PK) Study,20.84,hours (t1/2),2022-12-24,Lauren Cunningham,Pass
LAB-00940,CMP-0139,Metabolic Stability (Microsomal),152.6,min (t1/2),2026-03-08,Karen Benson,Fail
LAB-00941,CMP-0143,Enzymatic Inhibition Assay,9.59,nM (IC50),2023-03-11,Laura Bruce,Fail
LAB-00942,CMP-0020,Pharmacokinetic (PK) Study,19.28,hours (t1/2),2023-05-13,Francisco Johns,Fail
LAB-00943,CMP-0107,Enzymatic Inhibition Assay,22.84,nM (IC50),2023-04-03,Dominic Barnes,Pass
LAB-00944,CMP-0072,Pharmacokinetic (PK) Study,17.66,hours (t1/2),2026-05-11,Dylan Moreno,Fail
LAB-00945,CMP-0017,hERG Cardiotoxicity Screen,60.5,% inhibition at 10uM,2026-06-16,Pamela White,Pass
LAB-00946,CMP-0015,Metabolic Stability (Microsomal),169.9,min (t1/2),2023-02-02,Kimberly Brennan,Pass
LAB-00947,CMP-0099,Enzymatic Inhibition Assay,7.98,nM (IC50),2026-01-07,Elizabeth Jennings,Pass
LAB-00948,CMP-0013,hERG Cardiotoxicity Screen,19.2,% inhibition at 10uM,2025-06-18,Kevin Morrow,Pass
LAB-00949,CMP-0108,Binding Affinity (SPR),2.03,nM (Kd),2022-10-06,Jacqueline Washington,Pass
LAB-00950,CMP-0012,Selectivity Panel,18.1,% selectivity,2024-01-27,Ashley Moore,Pass
LAB-00951,CMP-0054,Pharmacokinetic (PK) Study,18.54,hours (t1/2),2023-08-06,Steven Austin,Fail
LAB-00952,CMP-0040,Metabolic Stability (Microsomal),36.6,min (t1/2),2026-01-13,Kim Arnold,Pass
LAB-00953,CMP-0113,Pharmacokinetic (PK) Study,2.89,hours (t1/2),2025-09-26,Joe Jones,Pass
LAB-00954,CMP-0064,hERG Cardiotoxicity Screen,56.9,% inhibition at 10uM,2025-12-26,Karen Collins,Fail
LAB-00955,CMP-0076,Solubility Assay,4.66,mg/mL,2024-02-29,Stacy Harper,Pass
LAB-00956,CMP-0095,Cell Viability Assay,91.2,% viability,2025-10-06,Michael Johnson,Pass
LAB-00957,CMP-0075,Metabolic Stability (Microsomal),94.5,min (t1/2),2025-12-20,Scott Thomas,Fail
LAB-00958,CMP-0033,Enzymatic Inhibition Assay,33.54,nM (IC50),2023-08-14,Carlos Miller,Fail
LAB-00959,CMP-0060,Metabolic Stability (Microsomal),159.6,min (t1/2),2025-06-22,Angela Hampton,Pass
LAB-00960,CMP-0094,Cell Viability Assay,45.2,% viability,2025-09-27,Brian Mcguire,Fail
LAB-00961,CMP-0045,Enzymatic Inhibition Assay,1.28,nM (IC50),2024-10-06,Bryan King,Pass
LAB-00962,CMP-0025,Cell Viability Assay,63.5,% viability,2022-12-23,Nicole Patton,Fail
LAB-00963,CMP-0062,Pharmacokinetic (PK) Study,14.72,hours (t1/2),2026-05-23,Steven Lopez,Pass
LAB-00964,CMP-0091,Enzymatic Inhibition Assay,2.52,nM (IC50),2024-02-13,Ryan Mcmahon,Pass
LAB-00965,CMP-0025,Metabolic Stability (Microsomal),122.6,min (t1/2),2026-07-04,Christopher Mason,Pass
LAB-00966,CMP-0144,Solubility Assay,7.03,mg/mL,2025-08-16,Kelly Garcia,Pass
LAB-00967,CMP-0107,Metabolic Stability (Microsomal),48.2,min (t1/2),2025-01-09,Daniel Lee,Pass
LAB-00968,CMP-0011,Selectivity Panel,22.8,% selectivity,2023-11-03,Kimberly Beltran,Pass
LAB-00969,CMP-0014,Metabolic Stability (Microsomal),96.7,min (t1/2),2023-02-09,Jonathan Zimmerman,Pass
LAB-00970,CMP-0119,Cell Viability Assay,66.2,% viability,2024-03-06,Jessica Rosario,Pass
LAB-00971,CMP-0021,hERG Cardiotoxicity Screen,32.1,% inhibition at 10uM,2023-06-09,James Lewis,Pass
LAB-00972,CMP-0030,Binding Affinity (SPR),0.58,nM (Kd),2023-08-16,William Martinez,Pass
LAB-00973,CMP-0124,Cell Viability Assay,41.7,% viability,2023-02-26,Philip Bush,Pass
LAB-00974,CMP-0065,Metabolic Stability (Microsomal),126.4,min (t1/2),2024-12-09,Garrett Wilson,Pass
LAB-00975,CMP-0063,Enzymatic Inhibition Assay,0.45,nM (IC50),2023-11-06,Emily Cherry,Pass
LAB-00976,CMP-0112,Enzymatic Inhibition Assay,2.69,nM (IC50),2024-06-27,Donna Wyatt,Pass
LAB-00977,CMP-0069,Cell Viability Assay,69.3,% viability,2023-06-20,Ryan Alvarez,Pass
LAB-00978,CMP-0128,Metabolic Stability (Microsomal),143.2,min (t1/2),2025-06-05,Zachary Vasquez,Pass
LAB-00979,CMP-0104,Solubility Assay,1.15,mg/mL,2023-02-18,Matthew Miller,Pass
LAB-00980,CMP-0093,Cell Viability Assay,29.4,% viability,2023-04-15,Kevin Garcia,Fail
LAB-00981,CMP-0118,hERG Cardiotoxicity Screen,86.2,% inhibition at 10uM,2026-05-30,Amy Hester,Pass
LAB-00982,CMP-0113,Metabolic Stability (Microsomal),170.5,min (t1/2),2024-01-25,Wanda Martinez,Pass
LAB-00983,CMP-0057,hERG Cardiotoxicity Screen,18.2,% inhibition at 10uM,2026-01-23,Diana Reeves,Pass
LAB-00984,CMP-0038,Metabolic Stability (Microsomal),90.6,min (t1/2),2025-01-14,Richard Schneider,Pass
